"","CaseId","WEIGHT","P_CARLSON_EXP","P_WAYNE_EXP","P_WAYNE_EXP2","P_RELIG","P_ATTEND","P_SINCLAIR_EXP1","RND_00","ADS1","ADS2","CARLSON1","SCREENER","WAYNE1","WAYNE1_TOTALTIME","WAYNE2","WAYNE2_TOTALTIME","WAYNE3","WAYNE3_TOTALTIME","DISPLAY_WAYNE","DISPLAY_WAYNE_TOTALTIME","WAYNE45_ORDER1","WAYNE45_ORDER2","WAYNE4_TOTALTIME","WAYNE4","WAYNE5_TOTALTIME","WAYNE5","WAYNE6","RAN_WAYNE7_1A","RAN_WAYNE7_1B","WAYNE7_1","WAYNE7_1_TOTALTIME","RAN_WAYNE7_2A","RAN_WAYNE7_2B","WAYNE7_2","WAYNE7_2_TOTALTIME","WAYNE8","RAN_WAYNE9A","RAN_WAYNE9B","WAYNE9","WAYNE9_TOTALTIME","WAYNE10","WAYNE1112_ORDER1","WAYNE1112_ORDER2","WAYNE11","WAYNE12","WAYNE13_ORDER1","WAYNE13_ORDER2","WAYNE13_ORDER3","WAYNE13_ORDER4","WAYNE13_ORDER5","WAYNE13_ORDER6","WAYNE13_ORDER7","WAYNE13_ORDER8","WAYNE13_ORDER9","WAYNE13_A","WAYNE13_B","WAYNE13_C","WAYNE13_D","WAYNE13_E","WAYNE13_F","WAYNE13_G","WAYNE13_H","WAYNE13_I","COLLINS3","COLLINS4","COLLINS5_ORDER1","COLLINS5_ORDER2","COLLINS5_ORDER3","COLLINS5_ORDER4","COLLINS5_ORDER5","COLLINS5A","COLLINS5B","COLLINS5C","COLLINS5D","COLLINS5E","COLLINS6_ORDER1","COLLINS6_ORDER2","COLLINS6_ORDER3","COLLINS6_ORDER4","COLLINS6_ORDER5","COLLINS6_ORDER6","COLLINS6A","COLLINS6B","COLLINS6C","COLLINS6D","COLLINS6E","COLLINS6F","COLLINS7","COLLINS8","COLLINS9","COLLINS10","COLLINS1","COLLINS2","COLLINS11","COLLINS12","COLLINS13","COLLINS14","COLLINS1516_ORDER1","COLLINS1516_ORDER2","COLLINS15","COLLINS16","CARLSON2","CARLSON2_TOTALTIME","CARLSON3","RAN_CARLSON4A","RAN_CARLSON4B","RAN_CARLSON4C","CARLSON4","ADS3_ORDER1","ADS3_ORDER2","ADS3_ORDER3","ADS3_A","ADS3_B","ADS3_C","ADS4_ORDER1","ADS4_ORDER2","ADS4_ORDER3","ADS4_ORDER4","ADS4_ORDER5","ADS4_ORDER6","ADS4_ORDER7","ADS4_ORDER8","ADS4_ORDER9","ADS4_ORDER10","ADS4_ORDER11","ADS4_ORDER12","ADS4_ORDER13","ADS4_ORDER14","ADS4_ORDER15","ADS4_ORDER16","ADS4_ORDER17","ADS4_ORDER18","ADS4_ORDER19","ADS4_ORDER20","ADS4_A","ADS4_B","ADS4_C","ADS4_D","ADS4_E","ADS4_F","ADS4_G","ADS4_H","ADS4_I","ADS4_J","ADS4_K","ADS4_L","ADS4_M","ADS4_N","ADS4_O","ADS4_P","ADS4_Q","ADS4_R","ADS4_S","ADS4_T","ADS512_ORDER1","ADS512_ORDER2","ADS512_ORDER3","ADS512_ORDER4","ADS512_ORDER5","ADS512_ORDER6","ADS512_ORDER7","ADS5","ADS6","ADS7","ADS8","ADS9","ADS11","ADS12","CARLSON5","RAN_SINCLAIR1A","RAN_SINCLAIR1B","RAN_SINCLAIR1C","RAN_SINCLAIR1D","RAN_SINCLAIR1E","RAN_SINCLAIR1F","RAN_SINCLAIR1G","RAN_SINCLAIR1H","RAN_SINCLAIR1I","SINCLAIR1_1","SINCLAIR1_2","SINCLAIR1_3","SINCLAIR1_4","SINCLAIR1_5","SINCLAIR1_6","SINCLAIR1_7","SINCLAIR1_8","SINCLAIR1_9","SINCLAIR1_10","SINCLAIR1_DK","SINCLAIR1_SKP","SINCLAIR1_REF","SINCLAIR4","SINCLAIR5","RAN_SINCLAIRREVISED1A","RAN_SINCLAIRREVISED1B","SINCLAIRREVISED1","RAN_SINCLAIRREVISED2A","RAN_SINCLAIRREVISED2B","SINCLAIRREVISED2","RAN_SINCLAIRREVISED3A","RAN_SINCLAIRREVISED3B","SINCLAIRREVISED3","SINCLAIR9","RAN_SINCLAIR12A","RAN_SINCLAIR12B","SINCLAIR12","RAN_SINCLAIR13A","RAN_SINCLAIR13B","SINCLAIR13","SINCLAIR14","RAN_SINCLAIR15_1A","RAN_SINCLAIR15_1B","RAN_SINCLAIR15_1C","SINCLAIR15_1","RAN_SINCLAIR15_2A","RAN_SINCLAIR15_2B","RAN_SINCLAIR15_2C","SINCLAIR15_2","RAN_SINCLAIR15_3A","RAN_SINCLAIR15_3B","RAN_SINCLAIR15_3C","SINCLAIR15_3","RAN_SINCLAIR15_4A","RAN_SINCLAIR15_4B","RAN_SINCLAIR15_4C","SINCLAIR15_4","SINCLAIR16_1","SINCLAIR16_2","SINCLAIR16_3","SINCLAIR16_4","SINCLAIR16_5","SINCLAIR16_DK","SINCLAIR16_SKP","SINCLAIR16_REF","SINCLAIR17","SINCLAIR18","PartyID7","IDEO","QPA003B","VOTE20","QPA015A","QPAC2","HHINC_9","HHINC_4","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV"
"11",81,0.27918419,3,3,1,3,8,2,0,3,4,2,6,"",NA,"",NA,"Drive my car- I drive my car to work, to my kids school, to run errands, to my doctors appointments. 

Office work-I do medical billing, answer phones, check patients out, schedule and reschedule patients. I submit medical claims and submit documentation when requested by insurance company. 

Take care of my kids- I make them food, help with homework, take them to and from school, spend time with them, read to them, help them go to bed.",458,1,2,1,2,7,5,6,5,3,2,1,1,23,NA,NA,NA,NA,3,1,2,2,18,3,2,1,3,5,1,8,7,6,3,2,5,4,9,3,5,3,5,5,5,5,1,1,30,2,1,3,2,5,4,4,4,3,4,4,1,6,3,2,5,4,1,3,3,3,5,1,1,3,3,2,3,"4",7,4,4,4,1,2,60,60,1,16,64,1,2,3,1,1,3,2,4,4,2,1,8,10,7,18,13,6,3,2,14,16,20,15,12,5,4,19,17,11,9,2,5,5,3,5,5,4,1,5,2,5,4,5,5,3,3,5,4,6,2,3,4,6,2,1,5,7,3,4,3,1,1,4,1,"Smith",2,4,6,3,8,5,1,7,9,1,0,0,1,0,1,1,0,0,0,0,0,0,3,3,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,3,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,1,7,6,5,2,2,1,8,4,"11/16/2020 12:12","11/16/2020 13:01",49,2,1,"Smartphone",2,33,2,2,1,4,1,1,15,"CA",4,9,1,1,2,1,4,5,0,1,2,0,2
"12",90,1.66831545,3,3,1,11,1,2,1,1,3,2,6,"",NA,"",NA,"Study from home by watching recorded lectures. 
Cook dinner daily. 
Relax by playing video games or reading.",54,1,2,2,1,21,2,15,2,3,1,2,2,64,NA,NA,NA,NA,3,1,2,1,49,2,1,2,1,7,9,6,2,7,8,3,1,4,5,2,4,2,2,3,5,5,2,3,NA,3,2,3,1,4,5,5,2,3,2,3,6,2,3,1,4,5,4,5,4,4,2,2,3,3,3,2,1,"",NA,1,2,3,1,2,75,75,1,38,5,2,1,3,1,2,3,1,4,2,3,9,19,20,6,2,7,16,14,10,13,8,11,3,17,12,1,4,18,5,15,1,6,6,6,4,5,1,1,4,1,1,1,6,2,1,1,6,1,4,1,4,7,2,1,3,6,5,3,3,4,1,1,3,3,"James",1,2,5,9,8,7,4,6,3,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,3,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,1,1,2,5,1,1,1,8,4,"11/16/2020 14:00","11/17/2020 0:03",25,2,1,"Smartphone",1,25,1,2,1,4,5,7,15,"KS",2,4,1,1,1,1,4,3,0,0,0,0,3
"13",93,0.99167812,3,1,2,1,NA,2,0,3,4,3,6,"I can not think of anything I am afraid of in my daily life.",64,"",NA,"",NA,1,6,2,1,11,6,23,6,2,NA,NA,NA,NA,1,2,1,24,1,1,2,1,41,2,1,2,4,5,8,2,5,1,4,9,7,3,6,3,4,1,1,4,2,4,4,1,45,2,2,5,1,4,3,4,3,2,2,2,2,5,1,4,3,6,3,3,4,2,4,2,3,3,3,3,4,"38",5,4,4,4,2,1,50,50,1,40,11,2,1,3,3,2,1,3,4,4,3,12,15,8,2,16,5,19,1,20,4,9,13,10,7,18,3,11,6,14,17,2,5,5,5,2,6,98,2,5,1,2,1,6,2,3,2,6,98,3,2,6,1,5,2,3,7,4,4,4,4,2,2,4,3,"?",4,7,2,3,5,1,9,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,98,2,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,2,4,4,3,98,98,1,5,2,"11/16/2020 16:20","11/16/2020 16:43",24,2,1,"Desktop",2,74,4,6,1,5,3,1,9,"OH",2,3,1,1,1,2,4,1,0,0,0,0,1
"14",94,0.34147695,1,1,2,2,8,4,0,3,4,3,6,"Being Alone. Losing my Parents. Being Hurt",19,"",NA,"",NA,1,1,1,2,6,5,5,3,5,NA,NA,NA,NA,1,2,1,11,2,1,2,1,8,2,2,1,2,2,7,2,3,8,9,4,5,6,1,2,5,3,3,4,4,4,2,1,40,3,2,3,4,5,1,2,5,3,5,2,2,3,4,5,6,1,3,5,5,5,4,2,3,3,3,2,1,"",NA,4,4,4,1,2,61,68,1,22,59,2,1,3,2,2,3,1,4,4,4,7,19,13,18,14,17,2,3,11,8,9,4,5,6,20,16,15,1,12,10,2,6,3,5,3,5,2,2,6,2,2,3,6,2,5,2,6,3,3,1,4,3,7,6,1,2,5,4,4,3,1,3,4,4,"John Smith",9,8,4,7,6,2,1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,0,0,0,1,0,0,0,0,2,2,6,5,3,1,3,1,6,3,"11/16/2020 16:46","11/16/2020 16:57",11,2,1,"Smartphone",2,34,2,2,1,4,5,1,11,"IL",2,3,1,1,1,1,4,1,0,0,0,0,1
"15",96,1.98482782,1,3,1,11,1,4,0,3,4,2,6,"",NA,"",NA,"Work: I own a video production company. I specialize in commercial and music video production in various industries. Over the past year I have been transitioning more and more into narrative work.

Guitar: I have been playing the guitar for close to a decade. As time passes priorities make it harder to practice but I am determined to stay diligent.

Fitness: I have lifted weights most of my life. During these difficult times it has been a great stress reliever.",275,1,31,1,2,14,2,9,2,6,2,1,1,38,NA,NA,NA,NA,2,2,1,2,14,1,1,2,1,6,4,6,5,8,9,3,1,7,2,2,3,1,2,3,1,2,1,4,40,3,4,5,3,1,2,5,5,2,4,2,4,6,5,3,1,2,3,2,2,4,4,4,3,3,3,3,1,"",NA,4,3,3,1,2,50,50,1,53,50,1,2,3,1,3,1,2,3,3,3,11,4,15,17,19,14,12,6,20,18,5,8,13,10,9,3,1,7,16,2,3,4,3,5,5,5,5,2,5,2,3,2,4,5,2,3,4,2,5,5,2,6,7,4,5,1,3,2,2,2,2,2,2,2,"Steve",9,7,3,8,1,4,6,5,2,1,0,0,0,0,1,1,0,1,0,0,0,0,3,4,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,0,1,0,0,1,0,0,0,1,2,2,4,3,1,1,1,8,4,"11/16/2020 21:49","11/16/2020 22:18",29,2,1,"Desktop",1,29,1,2,2,4,5,2,15,"OH",2,3,1,1,2,1,2,3,0,0,0,0,3
"16",97,1.29917002,3,3,1,1,4,2,0,4,4,3,6,"",NA,"",NA,"I'm a small business owner and my business is open from 10 to 5 M-Sat. I work there every day with only a lunch break where I go to a local restaurant. 
Go to the gym in the early AM before work for an hour of kick boxing, weight lifting etc. 
Come home eat a light dinner, read emails and answer surveys that may or may not be comprehensive, intelligent and non bias.",312,1,7,1,2,20,7,11,7,1,1,2,1,18,NA,NA,NA,NA,1,2,1,1,36,2,1,2,4,4,5,8,4,2,6,7,1,3,9,1,2,1,1,2,3,3,1,1,0,3,5,4,2,1,3,3,3,3,3,3,5,4,2,6,1,3,3,3,3,3,3,3,3,3,3,1,3,"22",9,4,4,4,2,1,100,100,1,304,50,2,1,3,3,2,1,3,4,4,4,5,10,8,18,12,4,2,19,13,6,7,1,3,16,17,11,20,15,14,9,3,2,2,4,4,2,5,2,5,1,5,1,6,5,5,4,3,1,5,2,5,1,3,2,6,4,7,4,2,1,1,3,4,1,"Smith",2,1,3,5,4,7,8,6,9,0,0,0,1,0,0,1,0,1,0,0,0,0,4,5,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,4,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,2,1,7,6,5,2,2,1,9,4,"11/17/2020 8:32","11/17/2020 9:13",42,2,1,"Desktop",1,69,4,6,1,4,1,2,16,"CA",4,9,1,1,1,1,4,4,0,0,0,0,4
"17",101,0.92037449,2,2,2,2,4,4,1,3,3,3,6,"",NA,"Oregon's Govenor really pisses me off. She does not represent rhe State. She's put us on lockdown again just in time for Thanksgiving,so we wont be connected to our families.",196,"",NA,1,6,1,2,8,4,15,4,5,NA,NA,NA,NA,2,1,1,27,3,2,1,2,14,1,2,1,1,2,8,4,7,3,2,9,1,5,6,5,4,5,4,5,5,4,1,4,45,2,4,3,2,1,5,3,2,1,2,2,4,3,2,1,5,6,2,2,2,1,2,2,3,1,3,4,2,"20",4,3,4,4,2,1,80,53,1,10,73,2,1,3,1,3,2,1,4,4,2,14,13,16,8,4,7,17,12,3,19,20,2,9,1,10,18,15,11,5,6,2,6,2,5,3,6,6,2,3,2,3,1,5,4,5,2,5,3,5,2,1,3,6,2,4,5,7,2,3,3,1,1,3,2,"Stewart",6,4,8,5,3,1,2,9,7,0,1,0,0,0,0,1,0,1,1,0,0,0,5,5,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,1,0,0,1,1,0,0,0,1,2,1,3,3,2,2,1,5,2,"11/16/2020 22:18","11/16/2020 23:13",56,2,1,"Smartphone",2,44,2,3,1,3,5,1,9,"OR",4,9,1,1,1,1,3,3,0,0,0,0,3
"18",104,0.26338805,2,3,1,1,4,4,0,3,3,3,6,"",NA,"",NA,"Teaching my kids is now my new activity
I love helping my children out with there e-learning
I love to eat lunch with my children
We eat lunch together now.
I love riding around with my friend everyday now  we just hangout in my car to get away.",173,1,3,1,2,12,4,7,4,5,2,1,2,2,NA,NA,NA,NA,2,2,1,1,127,3,1,2,2,4,1,5,2,6,3,7,8,4,9,2,2,3,3,2,2,3,3,3,0,2,1,5,2,3,4,4,4,2,3,2,1,5,2,6,3,4,3,2,2,3,2,3,3,3,3,3,5,"7",6,4,4,3,2,1,47,46,1,3,36,1,2,3,2,1,2,3,3,3,3,1,13,5,2,6,3,18,19,7,14,17,20,8,10,12,4,15,9,11,16,2,5,5,5,3,5,5,3,3,3,3,3,4,3,5,2,5,3,3,3,5,4,3,7,2,1,6,3,3,3,2,2,3,3,"Jon",5,2,4,6,8,9,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,0,0,1,0,0,0,0,1,1,2,4,2,3,1,1,3,1,"11/17/2020 8:42","11/17/2020 9:15",33,2,1,"Smartphone",2,30,2,2,1,3,1,1,6,"IN",2,3,1,1,2,3,3,6,0,0,6,0,2
"19",108,0.26846654,2,3,1,2,7,2,1,3,4,2,6,"",NA,"",NA,"Watch TV - I watch the news every morning. Like to watch old western reruns, and Adam12.
Do health care activities. I need to test blood sugar, take meds and change bandages.
Take care of Dog - walk, feed, and socialize with my pup.",169,1,4,1,2,7,3,9,3,5,2,1,2,16,NA,NA,NA,NA,3,1,2,1,12,3,2,1,1,5,1,3,7,9,2,4,8,6,5,2,3,2,3,3,2,1,1,4,NA,2,1,3,2,4,5,4,2,3,2,2,1,3,2,4,6,5,3,3,2,2,1,3,3,3,3,3,1,"",NA,3,3,3,1,2,76,79,1,28,52,1,2,3,2,1,3,2,4,4,4,10,20,1,3,17,7,9,16,2,15,19,4,8,14,12,11,13,6,18,5,1,4,4,5,5,3,5,2,5,2,2,1,5,3,6,2,6,2,4,2,5,4,3,7,2,6,1,4,3,3,1,1,2,3,"John Smith",9,4,1,5,2,3,8,6,7,0,1,0,0,1,1,1,0,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,3,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,1,2,2,3,3,1,98,1,9,4,"11/17/2020 10:54","11/17/2020 11:13",19,2,1,"Desktop",1,61,4,5,1,3,1,5,16,"IL",2,3,1,1,1,3,4,2,0,0,0,0,2
"20",110,0.50716655,3,2,2,1,3,2,1,3,4,3,6,"",NA,"* people who think they know everything

* people who judge unfairly

* people who take advantage of others",52,"",NA,1,3,1,2,8,6,6,5,3,NA,NA,NA,NA,2,1,1,12,2,2,1,1,9,1,2,1,2,2,4,2,7,1,9,8,3,6,5,2,4,3,3,5,3,4,4,1,21,2,4,2,1,3,5,5,5,4,2,2,4,2,1,3,6,5,5,5,4,5,4,3,3,3,3,3,5,"32",8,4,4,4,2,1,78,76,1,28,38,2,1,3,3,2,1,3,4,4,3,4,2,17,7,1,18,13,11,12,9,8,19,3,6,14,16,10,5,20,15,1,6,6,6,1,6,2,1,6,1,2,2,6,1,6,1,6,6,6,1,2,7,3,4,6,5,1,4,4,4,1,3,4,4,"John Smith",8,7,2,3,6,5,4,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,2,2,6,5,3,1,2,1,8,4,"11/17/2020 12:30","11/17/2020 12:44",14,2,1,"Desktop",2,64,4,5,1,5,1,1,14,"NE",2,4,1,1,1,1,3,2,0,0,0,0,2
"21",112,0.44612875,3,3,2,12,4,2,1,2,3,3,6,"",NA,"",NA,"Brushing my teeth, taking a shower and eating",44,1,6,2,1,10,4,15,4,4,NA,NA,NA,NA,2,1,2,32,2,2,1,1,29,2,2,1,2,2,3,7,1,6,4,8,2,5,9,2,5,2,3,5,3,2,1,3,50,2,3,1,4,2,5,4,2,3,3,3,3,1,6,4,2,5,3,3,5,4,3,2,3,3,3,2,3,"15",9,4,4,4,1,2,70,89,1,23,50,1,2,3,3,3,1,2,3,3,2,3,7,1,15,18,6,4,10,13,8,2,20,19,14,5,11,9,12,17,16,2,5,5,5,5,5,3,3,5,2,3,3,5,5,5,2,5,4,5,2,1,4,7,6,5,2,3,3,3,4,1,1,3,3,"John",7,6,5,2,1,9,3,4,8,1,0,0,0,0,1,1,0,0,0,0,0,0,3,3,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,3,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,3,3,1,1,1,6,2,"11/16/2020 17:27","11/16/2020 18:01",34,2,1,"Smartphone",2,38,2,3,2,3,5,1,10,"IN",2,3,1,0,2,3,4,3,0,0,0,0,1
"22",113,0.67743478,1,1,2,1,8,2,1,4,4,2,6,"1.2.3",34,"",NA,"",NA,1,1,2,1,3,4,7,4,4,NA,NA,NA,NA,1,2,2,11,2,2,1,2,12,2,1,2,1,4,8,5,6,7,4,3,1,9,2,2,3,2,2,5,4,4,1,2,12,2,5,4,3,1,2,2,2,1,2,2,5,6,4,3,1,2,2,2,4,4,2,1,3,3,3,1,5,"1",9,4,4,4,1,2,90,77,1,16,26,1,2,3,1,3,1,2,4,4,4,18,20,15,8,5,14,6,13,17,7,11,16,4,12,19,3,1,10,9,2,1,6,6,2,3,3,3,3,5,2,5,2,3,3,3,2,3,2,3,1,2,4,5,1,3,7,6,3,4,4,1,4,4,1,"Smith",1,9,6,5,4,8,7,2,3,1,0,0,0,1,1,1,0,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,3,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,2,2,5,6,5,2,2,1,8,4,"11/16/2020 19:12","11/16/2020 19:26",14,2,1,"Smartphone",2,28,1,2,1,3,1,1,14,"WA",4,9,1,1,1,1,4,6,0,2,2,0,2
"23",114,2.51163048,3,1,2,2,NA,4,0,4,4,3,6,"I'm afraid of getting cancer or other life threatening disease. Watching loved ones deal with this is hard. 

I'm afraid of getting attacked/killed. People scare me. The world has gone crazy. 

I'm afraid of my loved ones dying.",154,"",NA,"",NA,1,5,1,2,15,6,20,4,4,NA,NA,NA,NA,1,2,1,23,2,2,1,1,115,2,1,2,5,5,9,6,2,1,3,8,5,4,7,4,4,4,4,4,4,4,2,2,0,2,2,1,3,5,4,4,2,2,4,2,6,2,1,3,5,4,4,4,2,2,4,4,3,3,3,3,1,"",NA,4,4,4,2,1,50,30,1,14,50,2,1,3,3,2,1,3,4,4,4,13,9,6,16,2,11,1,10,3,20,12,8,18,5,19,14,15,17,4,7,5,1,2,1,1,1,6,2,3,2,5,3,3,2,6,6,2,3,6,6,1,3,7,6,4,2,5,3,4,3,2,2,3,3,"John Smith",6,7,3,1,9,4,2,8,5,0,1,0,0,1,1,1,0,0,1,0,0,0,5,5,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,1,0,0,0,0,0,0,0,2,1,6,5,3,2,1,1,7,3,"11/16/2020 16:35","11/16/2020 17:03",28,2,1,"Desktop",2,56,3,5,1,4,1,1,13,"MA",1,1,1,1,1,1,4,2,0,0,0,0,2
"24",115,0.50890724,1,1,2,11,1,4,0,2,3,2,6,"I am scared of racists corrupt government and police brutality",46,"",NA,"",NA,1,2,1,2,9,4,14,6,4,NA,NA,NA,NA,1,2,1,14,2,1,2,2,10,2,2,1,2,4,6,4,5,8,3,9,7,2,1,2,4,2,3,4,2,4,3,1,0,2,4,5,3,2,1,2,3,2,3,3,6,4,5,3,2,1,3,2,3,3,3,3,1,3,3,3,1,"",NA,1,1,1,1,2,50,67,1,20,19,2,1,3,1,3,2,1,3,3,3,11,6,4,5,8,3,17,9,12,18,14,7,15,2,10,13,19,1,20,16,1,6,5,5,1,5,1,1,5,2,2,1,6,1,5,1,5,1,6,1,3,5,1,4,2,6,7,3,3,3,3,3,3,3,"smith",2,1,3,6,4,5,9,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,0,0,0,0,1,0,0,0,1,1,2,4,3,1,1,1,7,3,"11/21/2020 14:51","11/21/2020 15:02",11,2,1,"Desktop",1,49,3,4,2,3,6,1,13,"PA",1,2,1,1,2,3,2,2,0,0,0,0,2
"25",116,1.08037329,2,3,1,1,4,2,0,2,4,2,6,"",NA,"",NA,"Walk my dog every morning. Sometimes my neighbor walks his dogs with me.  We talk politics and local events.

Read the newspaper and drink coffee every morning.  My wife and I discuss different articles of interest in the local newspaper.  Sometimes my wife scrolls through CNN on her phone while I read the newspaper.

I got to my office 5-6 days each week.  I am self-employed and do what I want during the day which usually entails watching the stock market and listening to Spotify all day long...in addition to working.",174,1,4,2,1,16,6,14,2,5,1,2,2,16,NA,NA,NA,NA,2,1,2,1,15,2,1,2,1,5,4,1,9,5,8,3,2,7,6,1,2,1,1,3,3,4,1,4,50,2,4,1,5,3,2,5,2,3,3,4,4,1,5,3,2,6,2,4,5,2,3,3,1,3,3,4,4,"24",4,4,4,3,1,2,50,50,1,27,73,1,2,3,2,1,3,2,3,2,2,12,10,15,20,4,1,9,13,16,5,17,8,11,19,14,3,2,7,18,6,1,6,5,5,5,6,5,1,6,1,2,1,6,5,2,1,6,1,5,2,2,1,6,7,5,3,4,3,3,2,1,2,2,2,"John",9,1,3,2,7,8,5,6,4,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,3,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,2,2,5,3,4,1,1,1,7,3,"11/17/2020 13:13","11/17/2020 14:23",26,2,1,"Desktop",1,62,4,5,1,5,1,2,13,"GA",3,5,1,1,1,1,4,3,0,0,0,0,3
"26",123,0.51457269,1,3,2,12,4,2,0,3,3,2,6,"",NA,"",NA,"I exercise. I surf the internet. I teach classes.",32,1,3,1,2,6,1,4,2,5,NA,NA,NA,NA,2,1,2,14,1,1,2,2,9,1,2,1,5,5,7,6,8,9,5,3,4,2,1,3,2,2,3,2,5,2,3,3,40,3,5,3,4,2,1,3,3,2,3,2,6,5,3,4,2,1,5,3,4,4,2,2,3,3,3,4,1,"",NA,3,3,3,1,2,100,100,1,27,49,2,1,3,2,3,2,1,3,3,3,19,7,6,15,8,13,9,18,14,12,17,10,5,3,4,16,2,11,20,1,2,5,5,4,3,5,5,1,3,2,5,2,5,2,5,3,5,2,5,3,2,4,6,3,1,5,7,3,2,3,1,1,2,3,"John Smith",5,6,2,4,1,7,8,3,9,0,1,0,1,1,0,1,0,0,0,0,0,0,4,4,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,3,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,1,1,2,3,1,1,1,2,1,"11/16/2020 21:21","11/16/2020 21:35",14,2,1,"Smartphone",2,25,1,2,1,5,5,1,4,"IN",2,3,0,1,2,1,4,1,0,0,0,0,1
